gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,at,emp,ni,revt,costat
001913,2012-12-31,2012,INDL,C,D,STD,AVY,USD,5105.3000,29.8000,215.4000,6035.6000,A
001913,2013-12-31,2013,INDL,C,D,STD,AVY,USD,4610.6000,26.0000,215.8000,6140.0000,A
001913,2014-12-31,2014,INDL,C,D,STD,AVY,USD,4360.2000,25.0000,248.9000,6330.3000,A
001913,2015-12-31,2015,INDL,C,D,STD,AVY,USD,4133.7000,,274.3000,5966.9000,A
001913,2016-12-31,2016,INDL,C,D,STD,AVY,USD,4396.4000,,320.7000,6086.5000,A
001913,2017-12-31,2017,INDL,C,D,STD,AVY,USD,5136.9000,30.0000,281.8000,6613.8000,A
001913,2018-12-31,2018,INDL,C,D,STD,AVY,USD,5177.5000,30.0000,467.4000,7159.0000,A
001913,2019-12-31,2019,INDL,C,D,STD,AVY,USD,5488.8000,30.0000,303.6000,7070.1000,A
001988,2009-12-31,2009,INDL,C,D,STD,BALL,USD,6488.3000,14.5000,387.9000,7345.3000,A
001988,2010-12-31,2010,INDL,C,D,STD,BALL,USD,6927.7000,14.0000,468.0000,7630.0000,A
001988,2011-12-31,2011,INDL,C,D,STD,BALL,USD,7284.6000,15.0000,444.0000,8630.9000,A
001988,2012-12-31,2012,INDL,C,D,STD,BALL,USD,7507.1000,15.0000,403.5000,8735.7000,A
001988,2013-12-31,2013,INDL,C,D,STD,BALL,USD,7819.8000,14.6000,406.8000,8468.1000,A
001988,2014-12-31,2014,INDL,C,D,STD,BALL,USD,7571.0000,14.5000,470.0000,8570.0000,A
001988,2015-12-31,2015,INDL,C,D,STD,BALL,USD,9777.0000,15.2000,280.9000,7997.0000,A
001988,2016-12-31,2016,INDL,C,D,STD,BALL,USD,16173.0000,18.4500,263.0000,9061.0000,A
001988,2017-12-31,2017,INDL,C,D,STD,BALL,USD,17169.0000,18.3000,374.0000,10983.0000,A
001988,2018-12-31,2018,INDL,C,D,STD,BALL,USD,16554.0000,17.5000,454.0000,11635.0000,A
001988,2019-12-31,2019,INDL,C,D,STD,BALL,USD,17360.0000,18.3000,566.0000,11474.0000,A
002019,2009-12-31,2009,INDL,C,D,STD,BK,USD,212224.0000,42.2000,-1084.0000,8279.0000,A
002019,2010-12-31,2010,INDL,C,D,STD,BK,USD,247259.0000,48.0000,2518.0000,14483.0000,A
002019,2011-12-31,2011,INDL,C,D,STD,BK,USD,325266.0000,48.7000,2516.0000,15236.0000,A
002019,2012-12-31,2012,INDL,C,D,STD,BK,USD,358990.0000,49.5000,2445.0000,15089.0000,A
002019,2013-12-31,2013,INDL,C,D,STD,BK,USD,374310.0000,51.1000,2111.0000,15326.0000,A
002019,2014-12-31,2014,INDL,C,D,STD,BK,USD,385303.0000,50.3000,2567.0000,15210.0000,A
002019,2015-12-31,2015,INDL,C,D,STD,BK,USD,393780.0000,51.2000,3158.0000,15494.0000,A
002019,2016-12-31,2016,INDL,C,D,STD,BK,USD,333469.0000,52.0000,3547.0000,15674.0000,A
002019,2017-12-31,2017,INDL,C,D,STD,BK,USD,371758.0000,52.5000,4090.0000,16617.0000,A
002019,2018-12-31,2018,INDL,C,D,STD,BK,USD,362873.0000,51.3000,4266.0000,19213.0000,A
002019,2019-12-31,2019,INDL,C,D,STD,BK,USD,381508.0000,48.4000,4441.0000,20007.0000,A
002086,2009-12-31,2009,INDL,C,D,STD,BAX,USD,17354.0000,49.7000,2205.0000,12562.0000,A
002086,2010-12-31,2010,INDL,C,D,STD,BAX,USD,17489.0000,48.0000,1420.0000,13056.0000,A
002086,2011-12-31,2011,INDL,C,D,STD,BAX,USD,19073.0000,48.5000,2224.0000,13893.0000,A
002086,2012-12-31,2012,INDL,C,D,STD,BAX,USD,20390.0000,51.0000,2326.0000,14190.0000,A
002086,2013-12-31,2013,INDL,C,D,STD,BAX,USD,25869.0000,61.0000,2012.0000,15259.0000,A
002086,2014-12-31,2014,INDL,C,D,STD,BAX,USD,25917.0000,66.0000,2497.0000,16671.0000,A
002086,2015-12-31,2015,INDL,C,D,STD,BAX,USD,20975.0000,50.0000,968.0000,9968.0000,A
002086,2016-12-31,2016,INDL,C,D,STD,BAX,USD,15546.0000,48.0000,4965.0000,10163.0000,A
002086,2017-12-31,2017,INDL,C,D,STD,BAX,USD,17111.0000,47.0000,717.0000,10561.0000,A
002086,2018-12-31,2018,INDL,C,D,STD,BAX,USD,15641.0000,50.0000,1624.0000,11127.0000,A
002086,2019-12-31,2019,INDL,C,D,STD,BAX,USD,18193.0000,50.0000,1001.0000,11362.0000,A
002111,2009-09-30,2009,INDL,C,D,STD,BDX,USD,9304.6240,29.1160,1231.6030,7160.8740,A
002111,2010-09-30,2010,INDL,C,D,STD,BDX,USD,9650.6940,28.8030,1317.6100,7372.3330,A
002111,2011-09-30,2011,INDL,C,D,STD,BDX,USD,10430.4280,29.3690,1270.9940,7828.9040,A
002111,2012-09-30,2012,INDL,C,D,STD,BDX,USD,11360.9090,29.5550,1169.9270,7708.3820,A
002111,2013-09-30,2013,INDL,C,D,STD,BDX,USD,12149.0000,29.9790,1293.0000,8054.0000,A
002111,2014-09-30,2014,INDL,C,D,STD,BDX,USD,12447.0000,30.6190,1185.0000,8446.0000,A
002111,2015-09-30,2015,INDL,C,D,STD,BDX,USD,26820.0000,49.5170,695.0000,10282.0000,A
002111,2016-09-30,2016,INDL,C,D,STD,BDX,USD,25586.0000,50.9280,976.0000,12483.0000,A
002111,2017-09-30,2017,INDL,C,D,STD,BDX,USD,37734.0000,41.9330,1100.0000,12093.0000,A
002111,2018-09-30,2018,INDL,C,D,STD,BDX,USD,53904.0000,76.0320,311.0000,15983.0000,A
002111,2019-09-30,2019,INDL,C,D,STD,BDX,USD,51765.0000,70.0930,1233.0000,17290.0000,A
002136,2009-12-31,2009,INDL,C,D,STD,VZ,USD,227251.0000,222.9270,3651.0000,107808.0000,A
002136,2010-12-31,2010,INDL,C,D,STD,VZ,USD,220005.0000,194.4000,2549.0000,106800.0000,A
002136,2011-12-31,2011,INDL,C,D,STD,VZ,USD,230461.0000,193.9000,2404.0000,110875.0000,A
002136,2012-12-31,2012,INDL,C,D,STD,VZ,USD,225222.0000,183.4000,875.0000,115846.0000,A
002136,2013-12-31,2013,INDL,C,D,STD,VZ,USD,274098.0000,176.8000,11497.0000,120550.0000,A
002136,2014-12-31,2014,INDL,C,D,STD,VZ,USD,232708.0000,177.3000,9625.0000,127079.0000,A
002136,2015-12-31,2015,INDL,C,D,STD,VZ,USD,244640.0000,177.7000,17879.0000,131620.0000,A
002136,2016-12-31,2016,INDL,C,D,STD,VZ,USD,244180.0000,160.9000,13127.0000,125980.0000,A
002136,2017-12-31,2017,INDL,C,D,STD,VZ,USD,257143.0000,155.4000,30101.0000,126034.0000,A
002136,2018-12-31,2018,INDL,C,D,STD,VZ,USD,264829.0000,144.5000,15528.0000,130863.0000,A
002136,2019-12-31,2019,INDL,C,D,STD,VZ,USD,291727.0000,135.0000,19265.0000,131868.0000,A
002176,2009-12-31,2009,INDL,C,D,STD,BRK.B,USD,297119.0000,222.0000,8055.0000,112254.0000,A
002176,2010-12-31,2010,INDL,C,D,STD,BRK.B,USD,372229.0000,260.5190,12967.0000,135028.0000,A
002176,2011-12-31,2011,INDL,C,D,STD,BRK.B,USD,392647.0000,270.8580,10254.0000,143570.0000,A
002176,2012-12-31,2012,INDL,C,D,STD,BRK.B,USD,427452.0000,288.4620,14824.0000,162264.0000,A
002176,2013-12-31,2013,INDL,C,D,STD,BRK.B,USD,484931.0000,301.7450,19476.0000,182297.0000,A
002176,2014-12-31,2014,INDL,C,D,STD,BRK.B,USD,526186.0000,315.9990,19872.0000,194706.0000,A
002176,2015-12-31,2015,INDL,C,D,STD,BRK.B,USD,552257.0000,361.2700,24083.0000,210943.0000,A
002176,2016-12-31,2016,INDL,C,D,STD,BRK.B,USD,620854.0000,367.6710,24074.0000,223604.0000,A
002176,2017-12-31,2017,INDL,C,D,STD,BRK.B,USD,702095.0000,377.2910,44940.0000,242137.0000,A
002176,2018-12-31,2018,INDL,C,D,STD,BRK.B,USD,707794.0000,389.3730,4021.0000,225382.0000,A
002176,2019-12-31,2019,INDL,C,D,STD,BRK.B,USD,817729.0000,391.5390,81417.0000,327223.0000,A
002184,2009-02-28,2008,INDL,C,D,STD,BBY,USD,15826.0000,155.0000,1003.0000,45015.0000,A
002184,2010-02-28,2009,INDL,C,D,STD,BBY,USD,18302.0000,180.0000,1317.0000,49694.0000,A
002184,2011-02-28,2010,INDL,C,D,STD,BBY,USD,17849.0000,180.0000,1277.0000,50272.0000,A
002184,2012-02-29,2011,INDL,C,D,STD,BBY,USD,16005.0000,167.0000,-1231.0000,50705.0000,A
002184,2013-01-31,2012,INDL,C,D,STD,BBY,USD,16787.0000,165.0000,-441.0000,45085.0000,A
002184,2014-01-31,2013,INDL,C,D,STD,BBY,USD,14013.0000,140.0000,532.0000,42410.0000,A
002184,2015-01-31,2014,INDL,C,D,STD,BBY,USD,15256.0000,125.0000,1233.0000,40339.0000,A
002184,2016-01-31,2015,INDL,C,D,STD,BBY,USD,13519.0000,125.0000,897.0000,39528.0000,A
002184,2017-01-31,2016,INDL,C,D,STD,BBY,USD,13856.0000,125.0000,1228.0000,39403.0000,A
002184,2018-01-31,2017,INDL,C,D,STD,BBY,USD,13049.0000,125.0000,1000.0000,42151.0000,A
002184,2019-01-31,2018,INDL,C,D,STD,BBY,USD,12901.0000,125.0000,1464.0000,42879.0000,A
002184,2020-01-31,2019,INDL,C,D,STD,BBY,USD,15591.0000,125.0000,1541.0000,43638.0000,A
002220,2009-12-31,2009,INDL,C,D,STD,BIO,USD,2535.8530,6.6000,144.6200,1784.2440,A
002220,2010-12-31,2010,INDL,C,D,STD,BIO,USD,3062.7640,6.8800,185.4900,1927.1180,A
002220,2011-12-31,2011,INDL,C,D,STD,BIO,USD,3096.8030,7.0300,178.2230,2073.5290,A
002220,2012-12-31,2012,INDL,C,D,STD,BIO,USD,3436.7530,7.3800,163.7780,2069.2350,A
002220,2013-12-31,2013,INDL,C,D,STD,BIO,USD,3388.7900,7.7500,77.7900,2132.6940,A
002220,2014-12-31,2014,INDL,C,D,STD,BIO,USD,3341.2780,7.6000,88.8450,2175.0440,A
002220,2015-12-31,2015,INDL,C,D,STD,BIO,USD,3711.5420,7.7700,113.0930,2019.4410,A
002220,2016-12-31,2016,INDL,C,D,STD,BIO,USD,3850.5040,8.2500,28.1250,2068.1720,A
002220,2017-12-31,2017,INDL,C,D,STD,BIO,USD,4273.0120,8.1500,122.2490,2160.1530,A
002220,2018-12-31,2018,INDL,C,D,STD,BIO,USD,5611.0680,8.2600,365.6140,2289.4150,A
002220,2019-12-31,2019,INDL,C,D,STD,BIO,USD,8008.8590,8.1200,1758.6750,2311.6590,A
002285,2009-12-31,2009,INDL,C,D,STD,BA,USD,62053.0000,157.1000,1312.0000,68281.0000,A
002285,2010-12-31,2010,INDL,C,D,STD,BA,USD,68565.0000,160.5000,3307.0000,64306.0000,A
002285,2011-12-31,2011,INDL,C,D,STD,BA,USD,79986.0000,171.7000,4018.0000,68735.0000,A
002285,2012-12-31,2012,INDL,C,D,STD,BA,USD,88896.0000,174.4000,3900.0000,81698.0000,A
002285,2013-12-31,2013,INDL,C,D,STD,BA,USD,92663.0000,168.4000,4585.0000,86623.0000,A
002285,2014-12-31,2014,INDL,C,D,STD,BA,USD,99198.0000,165.5000,5446.0000,90762.0000,A
002285,2015-12-31,2015,INDL,C,D,STD,BA,USD,94408.0000,161.4000,5176.0000,96114.0000,A
002285,2016-12-31,2016,INDL,C,D,STD,BA,USD,89997.0000,150.5000,4895.0000,94571.0000,A
002285,2017-12-31,2017,INDL,C,D,STD,BA,USD,92333.0000,140.8000,8197.0000,93392.0000,A
002285,2018-12-31,2018,INDL,C,D,STD,BA,USD,117359.0000,153.0000,10460.0000,101127.0000,A
002285,2019-12-31,2019,INDL,C,D,STD,BA,USD,133625.0000,161.1000,-636.0000,84818.0000,A
002312,2009-12-31,2009,INDL,C,D,STD,RHI,USD,1283.5350,166.9000,37.2630,3036.5470,A
002312,2010-12-31,2010,INDL,C,D,STD,RHI,USD,1273.9840,186.4000,66.0690,3175.0930,A
002312,2011-12-31,2011,INDL,C,D,STD,RHI,USD,1311.8360,199.3000,149.9220,3776.9760,A
002312,2012-12-31,2012,INDL,C,D,STD,RHI,USD,1381.2710,203.0000,209.9420,4111.2130,A
002312,2013-12-31,2013,INDL,C,D,STD,RHI,USD,1490.2710,210.0000,252.1950,4245.8950,A
002312,2014-12-31,2014,INDL,C,D,STD,RHI,USD,1647.2670,225.0000,305.9280,4695.0140,A
002312,2015-12-31,2015,INDL,C,D,STD,RHI,USD,1702.9600,236.1000,357.7960,5094.9330,A
002312,2016-12-31,2016,INDL,C,D,STD,RHI,USD,1777.9710,231.4000,343.3890,5250.3990,A
002312,2017-12-31,2017,INDL,C,D,STD,RHI,USD,1867.4540,228.6000,290.5840,5266.7890,A
002312,2018-12-31,2018,INDL,C,D,STD,RHI,USD,1903.0970,231.6000,434.2880,5800.2710,A
002312,2019-12-31,2019,INDL,C,D,STD,RHI,USD,2311.4080,221.6000,454.4330,6074.4320,A
002403,2009-12-31,2009,INDL,C,D,STD,BMY,USD,31008.0000,28.0000,10570.0000,18808.0000,A
002403,2010-12-31,2010,INDL,C,D,STD,BMY,USD,31076.0000,27.0000,3102.0000,19484.0000,A
002403,2011-12-31,2011,INDL,C,D,STD,BMY,USD,32970.0000,27.0000,3709.0000,21244.0000,A
002403,2012-12-31,2012,INDL,C,D,STD,BMY,USD,35897.0000,28.0000,1960.0000,17621.0000,A
002403,2013-12-31,2013,INDL,C,D,STD,BMY,USD,38592.0000,28.0000,2563.0000,16385.0000,A
002403,2014-12-31,2014,INDL,C,D,STD,BMY,USD,33749.0000,25.0000,2004.0000,15879.0000,A
002403,2015-12-31,2015,INDL,C,D,STD,BMY,USD,31748.0000,25.0000,1565.0000,16560.0000,A
002403,2016-12-31,2016,INDL,C,D,STD,BMY,USD,33707.0000,25.0000,4457.0000,19427.0000,A
002403,2017-12-31,2017,INDL,C,D,STD,BMY,USD,33551.0000,23.7000,1007.0000,20776.0000,A
002403,2018-12-31,2018,INDL,C,D,STD,BMY,USD,34986.0000,23.3000,4920.0000,22561.0000,A
002403,2019-12-31,2019,INDL,C,D,STD,BMY,USD,129944.0000,30.0000,3439.0000,26145.0000,A
002435,2009-04-30,2008,INDL,C,D,STD,BF.B,USD,3475.0000,4.1000,435.0000,2481.0000,A
002435,2010-04-30,2009,INDL,C,D,STD,BF.B,USD,3383.0000,3.9000,449.0000,2469.0000,A
002435,2011-04-30,2010,INDL,C,D,STD,BF.B,USD,3712.0000,3.9000,572.0000,2589.0000,A
002435,2012-04-30,2011,INDL,C,D,STD,BF.B,USD,3477.0000,4.0000,513.0000,2723.0000,A
002435,2013-04-30,2012,INDL,C,D,STD,BF.B,USD,3626.0000,4.0000,591.0000,2849.0000,A
002435,2014-04-30,2013,INDL,C,D,STD,BF.B,USD,4103.0000,4.2000,659.0000,2991.0000,A
002435,2015-04-30,2014,INDL,C,D,STD,BF.B,USD,4193.0000,4.4000,684.0000,3134.0000,A
002435,2016-04-30,2015,INDL,C,D,STD,BF.B,USD,4183.0000,4.6000,1067.0000,3089.0000,A
002435,2017-04-30,2016,INDL,C,D,STD,BF.B,USD,4625.0000,4.7000,669.0000,2994.0000,A
002435,2018-04-30,2017,INDL,C,D,STD,BF.B,USD,4976.0000,4.8000,717.0000,3248.0000,A
002435,2019-04-30,2018,INDL,C,D,STD,BF.B,USD,5139.0000,4.7000,835.0000,3324.0000,A
002547,2009-12-31,2009,INDL,C,D,STD,CI,USD,43013.0000,29.3000,1302.0000,18414.0000,A
002547,2010-12-31,2010,INDL,C,D,STD,CI,USD,45682.0000,30.6000,1345.0000,21235.0000,A
002547,2011-12-31,2011,INDL,C,D,STD,CI,USD,51047.0000,31.4000,1327.0000,21998.0000,A
002547,2012-12-31,2012,INDL,C,D,STD,CI,USD,53734.0000,35.8000,1623.0000,29119.0000,A
002547,2013-12-31,2013,INDL,C,D,STD,CI,USD,54336.0000,36.5000,1476.0000,32380.0000,A
002547,2014-12-31,2014,INDL,C,D,STD,CI,USD,55896.0000,37.2000,2102.0000,34914.0000,A
002547,2015-12-31,2015,INDL,C,D,STD,CI,USD,57088.0000,39.3000,2094.0000,37876.0000,A
002547,2016-12-31,2016,INDL,C,D,STD,CI,USD,59360.0000,41.0000,1867.0000,39668.0000,A
002547,2017-12-31,2017,INDL,C,D,STD,CI,USD,61753.0000,46.0000,2237.0000,41616.0000,A
002547,2018-12-31,2018,INDL,C,D,STD,CI,USD,153226.0000,73.8000,2637.0000,48489.0000,A
002547,2019-12-31,2019,INDL,C,D,STD,CI,USD,155774.0000,73.7000,5104.0000,153699.0000,A
002574,2009-12-31,2009,INDL,C,D,STD,CSX,USD,27036.0000,30.0880,1152.0000,9041.0000,A
002574,2010-12-31,2010,INDL,C,D,STD,CSX,USD,28141.0000,30.0000,1563.0000,10636.0000,A
002574,2011-12-31,2011,INDL,C,D,STD,CSX,USD,29473.0000,31.0000,1822.0000,11743.0000,A
002574,2012-12-31,2012,INDL,C,D,STD,CSX,USD,30571.0000,32.1200,1859.0000,11756.0000,A
002574,2013-12-31,2013,INDL,C,D,STD,CSX,USD,31782.0000,31.2540,1864.0000,12026.0000,A
002574,2014-12-31,2014,INDL,C,D,STD,CSX,USD,33053.0000,31.5110,1927.0000,12669.0000,A
002574,2015-12-31,2015,INDL,C,D,STD,CSX,USD,35039.0000,29.4100,1968.0000,11811.0000,A
002574,2016-12-31,2016,INDL,C,D,STD,CSX,USD,35414.0000,26.6280,1714.0000,11069.0000,A
002574,2017-12-31,2017,INDL,C,D,STD,CSX,USD,35739.0000,24.0060,5471.0000,11408.0000,A
002574,2018-12-31,2018,INDL,C,D,STD,CSX,USD,36729.0000,22.4750,3309.0000,12250.0000,A
002574,2019-12-31,2019,INDL,C,D,STD,CSX,USD,38257.0000,20.9080,3331.0000,11937.0000,A
002663,2009-07-31,2009,INDL,C,D,STD,CPB,USD,6056.0000,18.7000,736.0000,7586.0000,A
002663,2010-07-31,2010,INDL,C,D,STD,CPB,USD,6276.0000,18.4000,844.0000,7676.0000,A
002663,2011-07-31,2011,INDL,C,D,STD,CPB,USD,6862.0000,17.5000,805.0000,7719.0000,A
002663,2012-07-31,2012,INDL,C,D,STD,CPB,USD,6530.0000,17.7000,774.0000,7707.0000,A
002663,2013-07-31,2013,INDL,C,D,STD,CPB,USD,8323.0000,20.0000,458.0000,8052.0000,A
002663,2014-07-31,2014,INDL,C,D,STD,CPB,USD,8113.0000,19.4000,818.0000,8268.0000,A
002663,2015-07-31,2015,INDL,C,D,STD,CPB,USD,8089.0000,18.6000,691.0000,8082.0000,A
002663,2016-07-31,2016,INDL,C,D,STD,CPB,USD,7837.0000,16.5000,563.0000,7961.0000,A
002663,2017-07-31,2017,INDL,C,D,STD,CPB,USD,7726.0000,18.0000,887.0000,7890.0000,A
002663,2018-07-31,2018,INDL,C,D,STD,CPB,USD,14529.0000,23.0000,261.0000,8685.0000,A
002663,2019-07-31,2019,INDL,C,D,STD,CPB,USD,13148.0000,19.0000,211.0000,8107.0000,A
002710,2009-02-28,2008,INDL,C,D,STD,STZ,USD,8036.5000,6.6000,-301.4000,3654.6000,A
002710,2010-02-28,2009,INDL,C,D,STD,STZ,USD,8094.3000,6.0000,99.3000,3364.8000,A
002710,2011-02-28,2010,INDL,C,D,STD,STZ,USD,7167.6000,4.3000,559.5000,3332.0000,A
002710,2012-02-29,2011,INDL,C,D,STD,STZ,USD,7109.9000,4.4000,445.0000,2654.3000,A
002710,2013-02-28,2012,INDL,C,D,STD,STZ,USD,7638.1000,4.5000,387.8000,2796.1000,A
002710,2014-02-28,2013,INDL,C,D,STD,STZ,USD,14302.1000,6.3000,1943.1000,4867.7000,A
002710,2015-02-28,2014,INDL,C,D,STD,STZ,USD,15144.5000,7.2000,839.3000,6028.0000,A
002710,2016-02-29,2015,INDL,C,D,STD,STZ,USD,16965.0000,9.0000,1054.9000,6548.4000,A
002710,2017-02-28,2016,INDL,C,D,STD,STZ,USD,18602.4000,8.7000,1535.1000,7331.5000,A
002710,2018-02-28,2017,INDL,C,D,STD,STZ,USD,20538.7000,9.6000,2318.9000,7585.0000,A
002710,2019-02-28,2018,INDL,C,D,STD,STZ,USD,29231.5000,9.8000,3435.9000,8116.0000,A
002751,2009-06-30,2009,INDL,C,D,STD,CAH,USD,25118.8000,46.5000,1151.6000,99512.4000,A
002751,2010-06-30,2010,INDL,C,D,STD,CAH,USD,19990.2000,31.2000,642.2000,98502.8000,A
002751,2011-06-30,2011,INDL,C,D,STD,CAH,USD,22845.9000,31.9000,959.0000,102644.2000,A
002751,2012-06-30,2012,INDL,C,D,STD,CAH,USD,24260.0000,32.5000,1069.0000,107552.0000,A
002751,2013-06-30,2013,INDL,C,D,STD,CAH,USD,25819.0000,33.6000,334.0000,101093.0000,A
002751,2014-06-30,2014,INDL,C,D,STD,CAH,USD,26033.0000,34.0000,1166.0000,91084.0000,A
002751,2015-06-30,2015,INDL,C,D,STD,CAH,USD,30142.0000,34.5000,1215.0000,102531.0000,A
002751,2016-06-30,2016,INDL,C,D,STD,CAH,USD,34122.0000,37.3000,1427.0000,121546.0000,A
002751,2017-06-30,2017,INDL,C,D,STD,CAH,USD,40112.0000,40.4000,1288.0000,129976.0000,A
002751,2018-06-30,2018,INDL,C,D,STD,CAH,USD,39951.0000,50.2000,256.0000,136809.0000,A
002751,2019-06-30,2019,INDL,C,D,STD,CAH,USD,40963.0000,49.5000,1363.0000,145534.0000,A
002817,2009-12-31,2009,INDL,C,D,STD,CAT,USD,60038.0000,93.8130,895.0000,32396.0000,A
002817,2010-12-31,2010,INDL,C,D,STD,CAT,USD,64020.0000,104.4900,2700.0000,42588.0000,A
002817,2011-12-31,2011,INDL,C,D,STD,CAT,USD,81446.0000,125.0990,4928.0000,60138.0000,A
002817,2012-12-31,2012,INDL,C,D,STD,CAT,USD,89356.0000,125.3410,5681.0000,65875.0000,A
002817,2013-12-31,2013,INDL,C,D,STD,CAT,USD,84896.0000,118.5010,3789.0000,55656.0000,A
002817,2014-12-31,2014,INDL,C,D,STD,CAT,USD,84681.0000,114.2330,3695.0000,55184.0000,A
002817,2015-12-31,2015,INDL,C,D,STD,CAT,USD,78497.0000,105.7000,2102.0000,47011.0000,A
002817,2016-12-31,2016,INDL,C,D,STD,CAT,USD,74704.0000,95.4000,-67.0000,38537.0000,A
002817,2017-12-31,2017,INDL,C,D,STD,CAT,USD,76962.0000,98.4000,754.0000,45462.0000,A
002817,2018-12-31,2018,INDL,C,D,STD,CAT,USD,78509.0000,104.0000,6147.0000,54722.0000,A
002817,2019-12-31,2019,INDL,C,D,STD,CAT,USD,78453.0000,102.3000,6093.0000,53800.0000,A
002884,2009-12-31,2009,INDL,C,D,STD,LUMN,USD,22562.7290,20.2000,647.2110,4973.2110,A
002884,2010-12-31,2010,INDL,C,D,STD,LUMN,USD,22038.0980,20.3000,947.7050,7041.5340,A
002884,2011-12-31,2011,INDL,C,D,STD,LUMN,USD,56139.0000,49.0000,573.0000,15351.0000,A
002884,2012-12-31,2012,INDL,C,D,STD,LUMN,USD,54020.0000,47.0000,777.0000,18376.0000,A
002884,2013-12-31,2013,INDL,C,D,STD,LUMN,USD,51787.0000,47.0000,-239.0000,18095.0000,A
002884,2014-12-31,2014,INDL,C,D,STD,LUMN,USD,50147.0000,45.0000,772.0000,18031.0000,A
002884,2015-12-31,2015,INDL,C,D,STD,LUMN,USD,47604.0000,43.0000,878.0000,17900.0000,A
002884,2016-12-31,2016,INDL,C,D,STD,LUMN,USD,47017.0000,40.0000,626.0000,17470.0000,A
002884,2017-12-31,2017,INDL,C,D,STD,LUMN,USD,75611.0000,51.0000,1389.0000,17656.0000,A
002884,2018-12-31,2018,INDL,C,D,STD,LUMN,USD,70256.0000,45.0000,-1733.0000,23443.0000,A
002884,2019-12-31,2019,INDL,C,D,STD,LUMN,USD,64742.0000,42.5000,-5269.0000,22401.0000,A
002968,2009-12-31,2009,INDL,C,D,STD,JPM,USD,2031989.0000,222.3160,11728.0000,115632.0000,A
002968,2010-12-31,2010,INDL,C,D,STD,JPM,USD,2117605.0000,239.8310,17370.0000,115475.0000,A
002968,2011-12-31,2011,INDL,C,D,STD,JPM,USD,2265792.0000,260.1570,18976.0000,110838.0000,A
002968,2012-12-31,2012,INDL,C,D,STD,JPM,USD,2359141.0000,258.9650,21284.0000,107084.0000,A
002968,2013-12-31,2013,INDL,C,D,STD,JPM,USD,2415689.0000,251.1960,17923.0000,105790.0000,A
002968,2014-12-31,2014,INDL,C,D,STD,JPM,USD,2573126.0000,241.3590,21762.0000,102102.0000,A
002968,2015-12-31,2015,INDL,C,D,STD,JPM,USD,2351698.0000,234.5980,24442.0000,100492.0000,A
002968,2016-12-31,2016,INDL,C,D,STD,JPM,USD,2490972.0000,243.3550,24733.0000,105486.0000,A
002968,2017-12-31,2017,INDL,C,D,STD,JPM,USD,2533600.0000,252.5390,24441.0000,113254.0000,A
002968,2018-12-31,2018,INDL,C,D,STD,JPM,USD,2622532.0000,256.1050,32474.0000,131412.0000,A
002968,2019-12-31,2019,INDL,C,D,STD,JPM,USD,2687379.0000,256.9810,36431.0000,142422.0000,A
002991,2009-12-31,2009,INDL,C,D,STD,CVX,USD,164621.0000,64.0000,10483.0000,159293.0000,A
002991,2010-12-31,2010,INDL,C,D,STD,CVX,USD,184769.0000,62.0000,19024.0000,189607.0000,A
002991,2011-12-31,2011,INDL,C,D,STD,CVX,USD,209474.0000,61.0000,26895.0000,236286.0000,A
002991,2012-12-31,2012,INDL,C,D,STD,CVX,USD,232982.0000,62.0000,26179.0000,222580.0000,A
002991,2013-12-31,2013,INDL,C,D,STD,CVX,USD,253753.0000,64.6000,21423.0000,211664.0000,A
002991,2014-12-31,2014,INDL,C,D,STD,CVX,USD,266026.0000,64.7000,19241.0000,192308.0000,A
002991,2015-12-31,2015,INDL,C,D,STD,CVX,USD,266103.0000,61.5000,4587.0000,122566.0000,A
002991,2016-12-31,2016,INDL,C,D,STD,CVX,USD,260078.0000,55.2000,-497.0000,103310.0000,A
002991,2017-12-31,2017,INDL,C,D,STD,CVX,USD,253806.0000,51.9000,9195.0000,127485.0000,A
002991,2018-12-31,2018,INDL,C,D,STD,CVX,USD,253863.0000,48.6000,14824.0000,158902.0000,A
002991,2019-12-31,2019,INDL,C,D,STD,CVX,USD,237428.0000,48.2000,2924.0000,139865.0000,A
003026,2009-12-31,2009,INDL,C,D,STD,CHD,USD,3118.4460,3.6640,243.5330,2520.9220,A
003026,2010-12-31,2010,INDL,C,D,STD,CHD,USD,2945.1940,3.5430,270.7170,2589.2200,A
003026,2011-12-31,2011,INDL,C,D,STD,CHD,USD,3117.6000,3.4570,309.6000,2749.3000,A
003026,2012-12-31,2012,INDL,C,D,STD,CHD,USD,4098.1000,4.3540,349.8000,2921.9000,A
003026,2013-12-31,2013,INDL,C,D,STD,CHD,USD,4259.7000,4.1770,394.4000,3194.3000,A
003026,2014-12-31,2014,INDL,C,D,STD,CHD,USD,4381.3000,4.1450,413.9000,3297.6000,A
003026,2015-12-31,2015,INDL,C,D,STD,CHD,USD,4256.9000,4.4000,410.4000,3394.8000,A
003026,2016-12-31,2016,INDL,C,D,STD,CHD,USD,4354.1000,4.5000,459.0000,3493.1000,A
003026,2017-12-31,2017,INDL,C,D,STD,CHD,USD,6014.8000,4.7000,743.4000,3776.2000,A
003026,2018-12-31,2018,INDL,C,D,STD,CHD,USD,6069.2000,4.7000,568.6000,4145.9000,A
