EXECRANK,CO_PER_ROL,CONAME,CEOANN,SALARY,BONUS,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,TERM_PYMT,TDC1,TDC2,SAL_PCT,TOTAL_CURR_PCT,TOTAL_SEC_PCT,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,TDC1_PCT,TDC2_PCT,RET_YRS,GVKEY,YEAR,BECAMECEO,JOINED_CO,REJOIN,LEFTOFC,LEFTCO,RELEFT,PCEO,REASON,EXEC_LNAME,EXEC_FNAME,GENDER,CUSIP,TICKER,SIC
,19300,FORD MOTOR CO,,532.083,1400,,1932.083,,,,2906.064,2474.166,5.887,23.416,,,,-22.141,-23.872,31,004839,2000,,,,,,,,,Parry-Jones,Richard,MALE,34537086,F,3711
,19302,FORD MOTOR CO,,733.75,1750,,2483.75,,,,3433.554,2793.822,4.448,11.204,,,,-35.421,-62.235,38,004839,2000,,,,,2001-03-23,,,RETIRED,Rewey,Robert,MALE,34537086,F,3711
,21543,FORD MOTOR CO,,793.769,1750,,2543.769,,,,3731.433,2963.754,-12.558,47.228,,,,,-37.691,,004839,2000,,1999-03-22,,,,,,,Reitzle,Wolfgang,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,0,0,,0,,,,5089.439,5089.439,0,0,,,,231.054,231.054,,004839,2000,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,23941,FORD MOTOR CO,,427.667,850,,1277.667,,,,,1695.816,0.628,1.806,,,,,-1.367,,004839,2000,,1966-01-01,,,2004-12-10,,,RETIRED,Scheele,Nicholas,MALE,34537086,F,3711
,23942,FORD MOTOR CO,,700,1200,,1900,,,,,1927.517,477.415,721.693,,,,,-9.222,,004839,2000,,,,,,,,,Winkler,Donald,MALE,34537086,F,3711
,25420,FORD MOTOR CO,,0,0,,0,,,,115.54,115.54,,,,,,,,,004839,2000,,,,,2003-08-01,,,RETIRED,Reichardt,Carl,MALE,34537086,F,3711
,25421,FORD MOTOR CO,,471.667,1100,,1571.667,,,,,2937.232,,,,,,,,,004839,2000,,,,,,,,,Padilla,James,MALE,34537086,F,3711
,25422,FORD MOTOR CO,,426.667,1400,,1826.667,,,,,1975.826,,,,,,,,,004839,2000,,,,,,,,,Rintamaki,John,MALE,34537086,F,3711
,8941,FORD MOTOR CO,,860,0,,860,,,,3062.123,1372.898,6.832,-69.34,,,,-49.445,-71.263,43,004839,2001,,,,,2001-12-31,,,RETIRED,Booker,W.,MALE,34537086,F,3711
,12282,FORD MOTOR CO,CEO,1750,0,,1750,,,,18202.637,6201.1,7.692,-81.233,,,,-18.031,-61.401,34,004839,2001,1999-01-01,,,2001-10-30,,,,,Nasser,Jacques,MALE,34537086,F,3711
,21543,FORD MOTOR CO,,857.512,0,,857.512,,,,2680.475,1232.568,8.03,-66.29,,,,-28.165,-58.412,,004839,2001,,1999-03-22,,,,,,,Reitzle,Wolfgang,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,0,0,,0,,,,1646.933,1404.223,0,0,,,,-67.64,-72.409,15,004839,2001,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,23941,FORD MOTOR CO,,612,0,,612,,,,1327.183,892.811,43.102,-52.1,,,,,-47.352,35,004839,2001,,1966-01-01,,,2004-12-10,,,RETIRED,Scheele,Nicholas,MALE,34537086,F,3711
,23942,FORD MOTOR CO,,758.333,0,,758.333,,,,1428.633,849.47,8.333,-60.088,,,,,-55.929,2,004839,2001,,,,,,,,,Winkler,Donald,MALE,34537086,F,3711
,25420,FORD MOTOR CO,,0,0,,0,,,,278.821,278.821,0,0,,,,141.32,141.32,,004839,2001,,,,,2003-08-01,,,RETIRED,Reichardt,Carl,MALE,34537086,F,3711
,25421,FORD MOTOR CO,,527.5,0,,527.5,,,,,791.823,11.837,-66.437,,,,,-73.042,,004839,2001,,,,,,,,,Padilla,James,MALE,34537086,F,3711
,25422,FORD MOTOR CO,,558.75,0,,558.75,,,,,729.274,30.957,-69.412,,,,,-63.09,,004839,2001,,,,,,,,,Rintamaki,John,MALE,34537086,F,3711
,27385,FORD MOTOR CO,,496.583,0,,496.583,,,,,595.405,,,,,,,,,004839,2001,,,,,,,,,Thursfield,David,MALE,34537086,F,3711
,948,FORD MOTOR CO,,557.61,0,,557.61,,,,6218.438,6218.438,,,,,,,,,004839,2002,,,2002-05-02,,1995-01-01,2005-02-01,,RETIRED,Gilmour,Allan,MALE,34537086,F,3711
,23940,FORD MOTOR CO,CEO,0,0,,0,,,,18917.634,219.953,0,0,,,,1048.658,-84.336,16,004839,2002,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,23941,FORD MOTOR CO,,1000,0,,1000,,,,8862.399,2207.279,63.399,63.399,,,,567.76,147.228,36,004839,2002,,1966-01-01,,,2004-12-10,,,RETIRED,Scheele,Nicholas,MALE,34537086,F,3711
,25420,FORD MOTOR CO,,0,0,,0,,,,7280.318,7280.318,0,0,,,,2511.108,2511.108,1,004839,2002,,,,,2003-08-01,,,RETIRED,Reichardt,Carl,MALE,34537086,F,3711
,25421,FORD MOTOR CO,,730.417,0,,730.417,,,,2255.649,1529.636,38.468,38.468,,,,,93.179,34,004839,2002,,,,,,,,,Padilla,James,MALE,34537086,F,3711
,25422,FORD MOTOR CO,,800,0,,800,,,,2533.363,1686.348,43.177,43.177,,,,,131.237,29,004839,2002,,,,,,,,,Rintamaki,John,MALE,34537086,F,3711
,27385,FORD MOTOR CO,,623.75,0,,623.75,,,,,1299.267,25.608,25.608,,,,,118.216,,004839,2002,,,,,,,,,Thursfield,David,MALE,34537086,F,3711
,29028,FORD MOTOR CO,,446.25,0,,446.25,,,,,1001.376,,,,,,,,,004839,2002,,,,,2006-03-01,,,RETIRED,Smith,Greg,MALE,34537086,F,3711
,948,FORD MOTOR CO,,912.5,750,,1662.5,,,,4990.231,4990.231,63.645,198.147,,,,-19.751,-19.751,34,004839,2003,,,2002-05-02,,1995-01-01,2005-02-01,,RETIRED,Gilmour,Allan,MALE,34537086,F,3711
,23940,FORD MOTOR CO,CEO,0,0,,0,,,,14403.416,1714.394,0,0,,,,-23.862,679.437,17,004839,2003,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,23941,FORD MOTOR CO,,1000,825,,1825,,,,3261.253,2177.171,0,82.5,,,,-63.201,-1.364,37,004839,2003,,1966-01-01,,,2004-12-10,,,RETIRED,Scheele,Nicholas,MALE,34537086,F,3711
,25420,FORD MOTOR CO,,0,0,,0,,,,3205.039,3205.039,0,0,,,,-55.977,-55.977,2,004839,2003,,,,,2003-08-01,,,RETIRED,Reichardt,Carl,MALE,34537086,F,3711
,25421,FORD MOTOR CO,,900,900,,1800,,,,3445.922,2903.881,23.217,146.435,,,,52.769,89.841,35,004839,2003,,,,,,,,,Padilla,James,MALE,34537086,F,3711
,27385,FORD MOTOR CO,,900,750,,1650,,,,3234.094,2692.053,44.289,164.529,,,,,107.198,24,004839,2003,,,,,,,,,Thursfield,David,MALE,34537086,F,3711
,29028,FORD MOTOR CO,,556.25,650,,1206.25,,,,,1260.952,24.65,170.308,,,,,25.922,,004839,2003,,,,,2006-03-01,,,RETIRED,Smith,Greg,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,525,600,,1125,,,,,1433.063,,,,,,,,,004839,2003,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,30828,FORD MOTOR CO,,464.167,650,,1114.167,,,,,1153.398,,,,,,,,,004839,2003,,,,,,,,,"Leclair, Jr.",Donat,MALE,34537086,F,3711
,948,FORD MOTOR CO,,1050,1517.88,,2567.88,,,,7593.611,7593.611,15.068,54.459,,,,52.17,52.17,34,004839,2004,,,2002-05-02,,1995-01-01,2005-02-01,,RETIRED,Gilmour,Allan,MALE,34537086,F,3711
,23940,FORD MOTOR CO,CEO,0,0,,0,,,,19977.674,17550.305,0,0,,,,38.701,923.703,18,004839,2004,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,23941,FORD MOTOR CO,,1000,1514.53,,2514.53,,,,3607.193,4527.356,0,37.782,,,,10.608,107.947,38,004839,2004,,1966-01-01,,,2004-12-10,,,RETIRED,Scheele,Nicholas,MALE,34537086,F,3711
,25421,FORD MOTOR CO,,966.667,2034.91,,3001.577,,,,7698.672,7984.069,7.407,66.754,,,,123.414,174.945,36,004839,2004,,,,,,,,,Padilla,James,MALE,34537086,F,3711
,29028,FORD MOTOR CO,,756.667,1120.97,,1877.637,,,,2494.261,2297.856,36.03,55.659,,,,,82.232,31,004839,2004,,,,,2006-03-01,,,RETIRED,Smith,Greg,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,740,1009.46,,1749.46,,,,,2432.242,40.952,55.508,,,,,69.723,,004839,2004,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,30828,FORD MOTOR CO,,750,1016.07,,1766.07,,,,,2162.106,61.58,58.51,,,,,87.455,,004839,2004,,,,,,,,,"Leclair, Jr.",Donat,MALE,34537086,F,3711
,23940,FORD MOTOR CO,CEO,0,0,,0,,,,13100.608,7905.158,0,0,,,,-34.424,-54.957,19,004839,2005,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,25421,FORD MOTOR CO,,1458.333,0,,1458.333,,,,6678.451,3985.762,50.862,-51.414,,,,-13.252,-50.079,38,004839,2005,,,,,,,,,Padilla,James,MALE,34537086,F,3711
,29028,FORD MOTOR CO,,880,0,,880,,,,1585.787,1249.061,16.3,-53.133,,,,-36.423,-45.642,32,004839,2005,,,,,2006-03-01,,,RETIRED,Smith,Greg,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,972.5,0,,972.5,,,,3199.57,2820.457,31.419,-44.411,,,,,15.961,16,004839,2005,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,30828,FORD MOTOR CO,,916.667,0,,916.667,,,,1569.86,1190.747,22.222,-48.096,,,,,-44.927,30,004839,2005,,,,,,,,,"Leclair, Jr.",Donat,MALE,34537086,F,3711
,23940,FORD MOTOR CO,CEO,0,0,10497.292,0,5496.7,7401.592,4750.728,5343.841,5343.841,0,0,,,,-59.209,-32.401,,004839,2006,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,25421,FORD MOTOR CO,,750.133,0,8673.622,750.133,15881.447,6724.185,0,15489.659,12924.079,-48.562,-48.562,,,,131.935,224.256,,004839,2006,,,,,,,,,Padilla,James,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1250.933,0,5575.972,1250.933,11297.326,5199.333,0,10860.008,10663.008,28.631,28.631,,,,239.421,278.06,,004839,2006,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,30828,FORD MOTOR CO,,1000.933,0,4401.1,1000.933,8892.709,3767.786,0,7992.593,7795.593,9.193,9.193,,,,409.128,554.681,,004839,2006,,,,,,,,,"Leclair, Jr.",Donat,MALE,34537086,F,3711
,32416,FORD MOTOR CO,,666.667,18500,28183.476,19166.667,39128.1,19501.1,27536,39128.1,27098.1,,,,,,,,,004839,2006,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,32417,FORD MOTOR CO,,1000.933,0,2680.384,1000.933,7425.761,2280.352,0,6590.366,6393.366,,,,,,,,,004839,2006,,,,,,,,,Schulz,Mark,MALE,34537086,F,3711
,32418,FORD MOTOR CO,,850.933,0,4274.881,850.933,8036.378,4113.565,0,7426.355,7278.605,,,,,,,,,004839,2006,,,,,,,,,"Booth, CBE",Lewis,MALE,34537086,F,3711
,34177,FORD MOTOR CO,,605.933,500,2747.1,1105.933,,,,,,,,,,,,,,004839,2006,,,,,,,,,Bannister,Michael,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1255.634,711.538,11750.049,1967.172,14675.161,5002.659,0,14217.703,9503.207,0.376,57.256,110.726,29.899,-3.783,30.918,-10.877,,004839,2007,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,30828,FORD MOTOR CO,,1005.633,861.538,11703.126,1867.171,13921.25,5274.574,0,12699.918,8485.422,0.47,86.543,165.914,56.547,39.991,58.896,8.849,,004839,2007,,,,,,,,,"Leclair, Jr.",Donat,MALE,34537086,F,3711
,32416,FORD MOTOR CO,CEO,2000,4006.154,22120.695,6006.154,22751.689,10441.763,26565.598,22751.689,16751.689,200,-68.664,-21.512,-41.853,-46.456,-41.853,-38.181,,004839,2007,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,32418,FORD MOTOR CO,,868.133,526.923,10073.494,1395.056,12094.237,5293.026,0,10248.72,6933.725,2.021,63.944,135.644,50.494,28.672,38.005,-4.738,,004839,2007,,,,,,,,,"Booth, CBE",Lewis,MALE,34537086,F,3711
,34177,FORD MOTOR CO,,708.7,439.231,8677.747,1147.931,10378.651,4431.94,0,8864.378,5965.881,16.96,3.798,215.888,,,,,,004839,2007,,,,,,,,,Bannister,Michael,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1300,0,4647.373,1300,3933.55,2310.118,0,3397.48,2397.481,3.533,-33.915,-60.448,-73.196,-53.822,-76.104,-74.772,,004839,2008,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,30828,FORD MOTOR CO,,875,0,3197.225,875,3802.234,2178.802,0,2884.572,1884.573,-12.99,-53.138,-72.681,-72.688,-58.692,-77.287,-77.79,,004839,2008,,,,,,,,,"Leclair, Jr.",Donat,MALE,34537086,F,3711
,32416,FORD MOTOR CO,CEO,2000,0,16975.228,2000,17688.241,3938.39,15548.2,17688.241,8250.865,0,-66.701,-23.261,-22.255,-62.282,-22.255,-50.746,,004839,2008,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,32418,FORD MOTOR CO,,1075,0,5454.4,1075,5003.02,3242.629,0,3302.493,2302.494,23.829,-22.942,-45.854,-58.633,-38.738,-67.777,-66.793,,004839,2008,,,,,,,,,"Booth, CBE",Lewis,MALE,34537086,F,3711
3,37214,FORD MOTOR CO,,700,660,2648.398,1360,2700.787,1878.152,2660,2700.787,2256.363,,,,,,,,,004839,2008,2020-10-01,,,,,,CEO,,"Farley, Jr.",James,MALE,34537086,F,3711
,37215,FORD MOTOR CO,,850,150,2620.783,1000,1628.053,1530.457,0,1628.053,1353.055,,,,,,,,,004839,2008,,,,,,,,,Leitch,David,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,0,0,16834.274,0,16834.274,2356.541,0,16217.9,11151.7,,,,,,,,,004839,2009,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1300,0,3981.253,1300,3981.253,2738.682,0,2763.573,2003.573,0,0,-14.333,1.213,18.552,-18.658,-16.43,,004839,2009,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,32416,FORD MOTOR CO,CEO,1400.003,0,17916.654,1400.003,17916.654,3339.872,9800,17916.654,12866.654,-30,-30,5.546,1.291,-15.197,1.291,55.943,,004839,2009,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,32418,FORD MOTOR CO,,1200,0,3826.187,1200,3826.187,2805.366,0,2443.694,1683.694,11.628,11.628,-29.851,-23.522,-13.485,-26.005,-26.875,,004839,2009,,,,,,,,,"Booth, CBE",Lewis,MALE,34537086,F,3711
,40397,FORD MOTOR CO,,750,0,3852.418,750,3852.418,2408.27,0,2520.149,1950.149,,,,,,,,,004839,2009,,,,,,,,,Fleming,John,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,4800,900,26460.998,5700,26460.998,15637.045,0,25235.498,17908.036,,,57.185,57.185,563.559,55.603,60.586,,004839,2010,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1337.5,1156.5,8818.892,2494,8818.891,7701.686,0,7575.388,6335.391,2.885,91.846,121.51,121.51,181.219,174.116,216.205,,004839,2010,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,32416,FORD MOTOR CO,CEO,1400,3150,26520.515,4550,26520.515,20826.019,9800,26520.515,19020.522,0,224.999,48.022,48.022,523.557,48.022,47.828,,004839,2010,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,32418,FORD MOTOR CO,,1237.5,750,8196.821,1987.5,8196.821,9693.603,0,6794.366,8453.265,3.125,65.625,114.229,114.229,245.538,178.037,402.067,,004839,2010,,,,,,,,,"Booth, CBE",Lewis,MALE,34537086,F,3711
,40397,FORD MOTOR CO,,776.25,0,5916.261,776.25,5916.261,7692.411,0,4799.316,7399.673,3.5,3.5,53.573,53.573,219.416,90.438,279.441,,004839,2010,,,,,,,,,Fleming,John,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,2000,520,14458.146,2520,14458.146,50554.357,0,11301.047,7801.054,-58.333,-55.789,-45.361,-45.361,223.299,-55.218,-56.438,,004839,2011,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1350,136.5,8840.183,1486.5,8840.183,13692.776,0,7451.581,10339.723,0.935,-40.397,0.241,0.241,77.789,-1.634,63.206,,004839,2011,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,32416,FORD MOTOR CO,CEO,2000,1820,29497.572,3820,29497.572,68247.702,0,29497.572,23740.08,42.857,-16.044,11.225,11.225,227.704,11.225,24.813,,004839,2011,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,32418,FORD MOTOR CO,,1250,100,7731.816,1350,7731.816,7691.496,0,6709.826,5675.6,1.01,-32.075,-5.673,-5.673,-20.654,-1.244,-32.859,,004839,2011,,,,,,,,,"Booth, CBE",Lewis,MALE,34537086,F,3711
,45143,FORD MOTOR CO,,751.25,118.04,5302.36,869.29,5302.36,5126.407,0,4886.115,4706.386,,,,,,,,,004839,2011,,,,,,,,,Hinrichs,Joseph,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,2000,375,14836.013,2375,14836.013,24386.437,0,11578.494,8078.495,0,-5.754,2.614,2.614,-51.762,2.455,3.556,,004839,2012,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1385.833,1301.25,8854.065,2687.083,8854.065,11949.972,0,5953.645,5266.274,2.654,80.766,0.157,0.157,-12.728,-20.102,-49.068,,004839,2012,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,32416,FORD MOTOR CO,CEO,2000,1325,20955.806,3325,20955.806,68443.381,0,20955.806,13923.597,0,-12.958,-28.958,-28.958,0.287,-28.958,-41.35,,004839,2012,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,32418,FORD MOTOR CO,,312.5,0,3103.087,312.5,3103.087,10658.662,0,1518.253,4388.2,-75,-76.852,-59.866,-59.866,38.577,-77.373,-22.683,,004839,2012,,,,,,,,,"Booth, CBE",Lewis,MALE,34537086,F,3711
,37214,FORD MOTOR CO,,707.5,181,4597.017,888.5,4597.017,8910.885,0,4597.017,7210.782,,,,,,,,,004839,2012,2020-10-01,,,,,,CEO,,"Farley, Jr.",James,MALE,34537086,F,3711
,45143,FORD MOTOR CO,,782.917,0,4097.155,782.917,,,,,,4.215,-9.936,-22.73,,,,,,004839,2012,,,,,,,,,Hinrichs,Joseph,MALE,34537086,F,3711
,47008,FORD MOTOR CO,,700,227.5,5181.848,927.5,5181.848,4775.975,0,3273.045,2373.046,,,,,,,,,004839,2012,,,,,,,,,Shanks,Robert,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,2000,560,11955.829,2560,11955.829,17378.624,0,11955.829,19271.428,0,7.789,-19.413,-19.413,-28.737,3.259,138.552,,004839,2013,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1537.5,996,10170.578,2533.5,10170.578,6428.596,0,10170.578,8920.583,10.944,-5.716,14.869,14.869,-46.204,70.829,69.391,,004839,2013,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,32416,FORD MOTOR CO,CEO,2000,1960,23204.534,3960,23204.534,15398.536,2962.67,23204.534,19454.538,0,19.098,10.731,10.731,-77.502,10.731,39.724,,004839,2013,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,37214,FORD MOTOR CO,,843.75,0,4261.225,843.75,1915.232,1915.232,0,1915.232,1915.232,19.258,-5.037,-7.305,-58.338,-78.507,-58.338,-73.439,,004839,2013,2020-10-01,,,,,,CEO,,"Farley, Jr.",James,MALE,34537086,F,3711
,45143,FORD MOTOR CO,,853.75,126.8,4409.949,980.55,4409.949,7758.598,0,4409.949,8998.452,9.047,25.243,7.634,,,,,,004839,2013,,,,,,,,,Hinrichs,Joseph,MALE,34537086,F,3711
,47008,FORD MOTOR CO,,772.5,0,4089.621,772.5,4089.621,2826.387,0,4075.282,4290.357,10.357,-16.712,-21.078,-21.078,-40.821,24.51,80.795,,004839,2013,,,,,,,,,Shanks,Robert,MALE,34537086,F,3711
,23940,FORD MOTOR CO,CEO,2000,0,15583.194,2000,15110.695,12766.051,0,10683.359,10373.565,0,-21.875,30.34,26.388,-26.542,-10.643,-46.171,,004839,2014,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1662.5,0,18933.996,1662.5,18596.497,9795.977,0,14949.161,8699.167,8.13,-34.379,86.164,82.846,52.381,46.984,-2.482,,004839,2014,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,32416,FORD MOTOR CO,,1000,0,22042.128,1000,22042.128,84044.506,0,22042.128,88404.871,-50,-74.747,-5.009,-5.009,445.795,-5.009,354.418,,004839,2014,2006-09-01,,,2014-07-01,,,,,Mulally,Alan,MALE,34537086,F,3711
,37214,FORD MOTOR CO,,868.75,0,4690.513,868.75,4494.764,2599.776,0,4494.764,3991.316,2.963,2.963,10.074,134.685,35.742,134.685,108.399,,004839,2014,2020-10-01,,,,,,CEO,,"Farley, Jr.",James,MALE,34537086,F,3711
,45143,FORD MOTOR CO,,936.25,135,6308.63,1071.25,6092.63,6634.875,0,5044.485,7183.021,9.663,9.25,43.054,38.156,-14.484,14.389,-20.175,,004839,2014,,,,,,,,,Hinrichs,Joseph,MALE,34537086,F,3711
,47008,FORD MOTOR CO,,798.75,267.45,6536.646,1066.2,6320.646,7040.284,0,4866.483,7550.718,3.398,38.019,59.835,54.553,149.091,19.415,75.993,,004839,2014,,,,,,,,,Shanks,Robert,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,2000,0,12860.84,2000,12860.84,8529.768,0,11484.163,11484.163,0,0,-17.47,-14.889,-33.184,7.496,10.706,,004839,2015,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,CEO,1750,0,18576.946,1750,18576.946,10021.969,0,17718.789,17718.789,5.263,5.263,-1.886,-0.105,2.307,18.527,103.684,,004839,2015,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,37214,FORD MOTOR CO,,893.75,178.2,5804.965,1071.95,5804.965,4685.933,0,5804.965,5804.965,2.878,23.39,23.76,29.149,80.244,29.149,45.44,,004839,2015,2020-10-01,,,,,,CEO,,"Farley, Jr.",James,MALE,34537086,F,3711
,45143,FORD MOTOR CO,,1018.75,304.425,6418.18,1323.175,6418.18,4894.724,0,6156.606,6156.606,8.812,23.517,1.737,5.343,-26.227,22.046,-14.289,,004839,2015,,,,,,,,,Hinrichs,Joseph,MALE,34537086,F,3711
,47008,FORD MOTOR CO,,831.25,0,5557.846,831.25,5557.846,2725.246,0,5282.956,5282.956,4.069,-22.036,-14.974,-12.068,-61.291,8.558,-30.034,,004839,2015,,,,,,,,,Shanks,Robert,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,1625,0,13862.938,1625,13862.938,31564.242,0,12410.199,32763.798,-18.75,-18.75,7.792,7.792,270.048,8.064,185.295,,004839,2016,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,CEO,1787.5,0,22102.498,1787.5,22102.498,18855.584,0,19257.495,25472.582,2.143,2.143,18.978,18.978,88.143,8.684,43.76,,004839,2016,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,37214,FORD MOTOR CO,,918.75,246.05,6609.453,1164.8,6609.453,5160.934,0,6609.453,6609.453,2.797,8.662,13.859,13.859,10.137,13.859,13.859,,004839,2016,2020-10-01,,,,,,CEO,,"Farley, Jr.",James,MALE,34537086,F,3711
,45143,FORD MOTOR CO,,1053.5,0,6723.531,1053.5,6723.531,4974.052,0,5888.179,5888.179,3.411,-20.381,4.758,4.758,1.621,-4.36,-4.36,,004839,2016,,,,,,,,,Hinrichs,Joseph,MALE,34537086,F,3711
,47008,FORD MOTOR CO,,858,0,6293.462,858,6293.462,4663.634,0,5402.93,5402.93,3.218,3.218,13.236,13.236,71.127,2.271,2.271,,004839,2016,,,,,,,,,Shanks,Robert,MALE,34537086,F,3711
,23940,FORD MOTOR CO,CEO,1650,0,15626.099,1650,15626.099,10402.57,0,14433.967,14433.967,1.538,1.538,12.719,12.719,-67.043,16.307,-55.945,,004839,2017,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,30827,FORD MOTOR CO,,1050,0,23500.111,1050,23500.111,22326.118,0,17504.625,25626.962,-41.259,-41.259,6.323,6.323,18.406,-9.102,0.606,,004839,2017,2014-07-01,,,2017-05-22,,,,,Fields,Mark,MALE,34537086,F,3711
,37214,FORD MOTOR CO,,973.417,200,13473.558,1173.417,13473.558,6779.606,0,13473.558,13473.558,5.95,0.74,103.853,103.853,31.364,103.853,103.853,,004839,2017,2020-10-01,,,,,,CEO,,"Farley, Jr.",James,MALE,34537086,F,3711
,45143,FORD MOTOR CO,,1081,0,12124.549,1081,12124.55,5779.394,0,10953.733,10953.733,2.61,2.61,80.33,80.33,16.191,86.029,86.029,,004839,2017,,,,,,,,,Hinrichs,Joseph,MALE,34537086,F,3711
,47008,FORD MOTOR CO,,879.75,309.75,6744.217,1189.5,6744.218,5376.02,0,5851.033,5851.033,2.535,38.636,7.162,7.162,15.275,8.294,8.294,,004839,2017,,,,,,,,,Shanks,Robert,MALE,34537086,F,3711
,59897,FORD MOTOR CO,,1344.333,1000,16731.724,2344.333,16731.724,7293.793,0,16731.724,16731.724,,,,,,,,,004839,2017,2017-05-22,,,2020-10-01,,,,,Hackett,James,MALE,34537086,F,3711
,23940,FORD MOTOR CO,,1700,0,13839.726,1700,13839.726,18501.298,0,13839.726,24863.273,3.03,3.03,-11.432,-11.432,77.853,-4.117,72.255,,004839,2018,2001-10-30,,,2006-09-01,,,,,"Ford, Jr.",William,MALE,34537086,F,3711
,37214,FORD MOTOR CO,,1075,0,5860.588,1075,5860.588,3774.295,0,5860.588,5860.588,10.436,-8.387,-56.503,-56.503,-44.329,-56.503,-56.503,,004839,2018,2020-10-01,,,,,,CEO,,"Farley, Jr.",James,MALE,34537086,F,3711
